Map,Lot,Unit,Street Address,Acres,Class,Assess. 2021,Apprais. 2021,Improv. 2021,Land Value 2021,Total Value 2021,Assess. 2020,Apprais. 2020,Recent Sale,Recent Date,Previous Sale,Previous Date,Grafton Sale,Grafton Date
404,35,,7 GREGORY RD,13.2,R,"$659,900","$749,300","$406,200","$343,100","$749,300","$651,600","$732,600","$700,000",2015-04-09,"$950,000",2006-04-14,$0,
404,36,,9 GREGORY RD,2.5,R,"$408,600","$408,600","$196,100","$212,500","$408,600","$392,500","$392,500","$113,000",2000-11-03,$0,,$0,
404,37,,40 BRECK HILL RD,35.34,S,"$10,200","$265,100",$0,"$265,100","$265,100","$10,200","$212,700","$140,000",2011-09-13,$0,,$0,
404,38,,34 BRECK HILL RD,5.4,R,"$490,500","$490,500","$275,900","$214,600","$490,500","$482,800","$482,800",$0,2009-03-31,"$4,286",1989-03-10,$0,
404,39,,30 BRECK HILL RD,14.46,R,"$643,600","$722,300","$365,300","$357,000","$722,300","$632,900","$703,900","$685,000",2007-12-04,"$2,667",2000-09-05,$0,
404,40,,24 BRECK HILL RD,2.7,R,"$361,300","$361,300","$173,600","$187,700","$361,300","$337,300","$337,300","$125,524",1991-09-12,"$67,000",1986-07-10,$0,
404,42,,2 BRECK HILL RD,16.4,R,"$513,000","$613,500","$331,700","$281,800","$613,500","$450,300","$541,200",$0,2012-07-24,$0,,$0,
404,43,,120 NORTH THETFORD RD,7.1,R,"$508,600","$508,600","$290,800","$217,800","$508,600","$452,800","$452,800","$525,000",2021-01-12,"$420,000",2011-03-14,"$525,000",2021-01-12
404,44,,108 NORTH THETFORD RD,2.2,R,"$299,000","$299,000","$142,100","$156,900","$299,000","$249,700","$249,700",$0,2007-03-22,$0,,$0,
404,45,,100 NORTH THETFORD RD,3.8,R,"$687,700","$687,700","$482,800","$204,900","$687,700","$556,700","$556,700",$0,2018-01-18,$0,,$0,
404,47,,88 NORTH THETFORD RD,2,R,"$295,300","$295,300","$133,200","$162,100","$295,300","$234,700","$234,700","$65,000",1987-01-05,$0,,$0,
404,48,1000,74 NORTH THETFORD RD,6.23,R,"$350,600","$350,600","$133,300","$217,300","$350,600","$268,200","$268,200",$0,,$0,,$0,
404,48,2000,68 NORTH THETFORD RD,5.78,R,"$520,100","$520,100","$312,700","$207,400","$520,100","$508,600","$508,600",$0,1997-08-06,$0,,$0,
405,1,,43 BRECK HILL RD,2.92,R,"$341,000","$341,000","$159,300","$181,700","$341,000","$283,400","$283,400",$0,2020-06-11,"$260,000",2019-02-08,$0,
405,2,,59 BRECK HILL RD,6.91,R,"$746,100","$760,400","$458,500","$301,900","$760,400","$744,400","$754,700","$280,000",2000-05-09,$0,,$0,
405,4,,89 BRECK HILL RD,5.07,R,"$241,100","$241,100","$58,700","$182,400","$241,100","$215,100","$215,100","$4,000",1989-06-04,$0,,$0,
405,5,,99 BRECK HILL RD,14.53,R,"$757,100","$831,200","$561,200","$270,000","$831,200","$756,800","$822,000",$0,2018-01-08,"$700,000",2012-06-05,$0,
405,8,,125 BRECK HILL RD,4.06,R,"$886,200","$886,200","$574,100","$312,100","$886,200","$876,600","$876,600","$900,000",2019-09-11,"$230,900",1996-10-07,$0,
405,9,,133 BRECK HILL RD,18.29,R,"$552,600","$636,400","$377,000","$259,400","$636,400","$513,700","$589,700","$475,000",2018-05-10,$0,,$0,
405,11,,722 RIVER RD,23.2,R,"$481,300","$597,700","$296,800","$300,900","$597,700","$444,400","$549,900",$0,1998-06-12,$0,,$0,
405,13,,668 RIVER RD,1.8,R,"$325,500","$325,500","$177,800","$147,700","$325,500","$295,200","$295,200","$276,000",2018-03-19,$0,,$0,
405,14,,664 RIVER RD,13.64,R,"$1,500","$54,100",$0,"$54,100","$54,100","$1,400","$44,300","$17,000",2020-03-18,$0,,$0,2021-04-01
405,15,,658 RIVER RD,1.2,R,"$233,900","$233,900","$62,700","$171,200","$233,900","$161,400","$161,400",$0,2016-01-02,$0,,$0,
405,16,,652+654 RIVER RD,0.98,R,"$270,900","$270,900","$102,700","$168,200","$270,900","$197,300","$197,300","$95,000",2020-08-21,$0,,$0,2020-08-21
405,17,,644 RIVER RD,14.7,R,"$282,700","$332,900","$115,400","$217,500","$332,900","$240,800","$286,300","$329,900",2020-11-16,"$225,000",2019-04-19,"$329,900",2020-11-16
405,18,,642 RIVER RD,5.59,R,"$361,300","$361,300","$175,800","$185,500","$361,300","$325,600","$325,600",$0,2018-08-01,"$200,000",1997-08-25,$0,
405,21,,614 RIVER RD,41,R,"$137,100","$280,000","$3,600","$276,400","$280,000","$121,700","$251,000",$0,,$0,,$0,
405,22,1000,610 RIVER RD,8.9,R,"$318,700","$318,700","$114,900","$203,800","$318,700","$242,600","$242,600","$160,000",2020-09-25,"$115,066",2015-10-06,"$160,000",2020-09-25
405,22,2000,608 RIVER RD,2.4,R,"$256,700","$256,700","$78,500","$178,200","$256,700","$177,700","$177,700",$0,1994-12-14,$0,,$0,
405,23,,10 GREGORY RD,11.5,R,"$445,300","$568,200","$297,800","$270,400","$568,200","$437,100","$535,900","$53,635",1987-04-16,$0,,$0,
405,24,,591 RIVER RD,1.6,R,"$286,300","$286,300","$123,400","$162,900","$286,300","$252,200","$252,200",$0,2007-03-23,"$4,000",1993-09-23,$0,
405,25,,597 RIVER RD (PORTER CEMETERY,0.36,E,"$12,200","$12,200",$0,"$12,200","$12,200","$11,900","$11,900",$0,,$0,,$0,
405,27,,609 RIVER RD,7.6,R,"$592,200","$592,200","$344,200","$248,000","$592,200","$503,800","$503,800","$500,000",2007-09-17,"$235,000",1995-09-11,$0,
405,28,,625 RIVER RD,54.6,R,"$859,800","$1,155,300","$497,800","$657,500","$1,155,300","$712,100","$971,800","$650,000",2005-07-14,$0,,$0,
405,29,,639 RIVER RD,21,R,"$511,500","$580,000","$247,800","$332,200","$580,000","$444,100","$506,200",$0,2003-08-29,"$415,000",2003-05-01,$0,
405,30,1000,651 RIVER RD,22.56,C,"$1,315,900","$1,459,900","$828,800","$631,100","$1,459,900","$1,124,000","$1,250,500","$632,500",1999-06-03,"$958,500",1999-04-22,$0,
405,30,2000,655 RIVER RD,27.54,R,"$528,000","$762,400","$184,400","$578,000","$762,400","$420,400","$625,600","$175,000",1995-05-19,"$220,000",1994-07-20,$0,
405,31,,667 RIVER RD,3,R,"$349,100","$349,100","$169,100","$180,000","$349,100","$278,900","$278,900","$260,000",2021-02-08,$0,,"$260,000",2021-02-08
405,32,,669 RIVER RD,0.93,R,"$364,900","$364,900","$181,000","$183,900","$364,900","$148,600","$148,600","$48,000",2020-03-18,$100,1971-04-05,"$288,800",-
405,35,,711 RIVER RD,21.5,R,"$1,782,000","$2,029,100","$862,000","$1,167,100","$2,029,100","$1,269,200","$1,497,700","$1,950,000",2020-10-05,"$1,519,000",2016-06-06,"$1,950,000",2020-10-05
405,36,,729 RIVER RD,18.43,R,"$3,435,400","$3,435,400","$2,086,100","$1,349,300","$3,435,400","$2,746,000","$2,746,000",$0,2012-11-01,$0,,$0,
405,38,1000,765 RIVER RD,12.58,R,"$1,804,500","$1,953,100","$881,300","$1,071,800","$1,953,100","$1,471,300","$1,586,300",$0,2011-08-25,$0,,$0,
405,39,,772 RIVER RD,10,R,"$655,300","$710,500","$443,300","$267,200","$710,500","$595,100","$645,200",$0,2007-12-20,$0,,$0,
405,40,,748 RIVER RD,7,R,"$19,300","$19,300",$0,"$19,300","$19,300","$17,500","$17,500",$0,1989-02-15,$0,,$0,
405,42,1000,736 RIVER RD,49.5,R,"$415,500","$737,000","$169,200","$567,800","$737,000","$399,700","$674,600",$0,2019-10-17,"$525,000",1998-03-17,$0,
405,42,2000,738 RIVER RD,65,R,"$1,378,800","$1,643,300","$971,900","$671,400","$1,643,300","$797,800","$1,037,200","$1,525,000",2019-10-17,"$525,000",1998-03-17,$0,
405,44,,122 BRECK HILL RD,61.66,R,"$789,100","$1,093,000","$561,900","$531,100","$1,093,000","$729,700","$1,005,000","$758,000",2014-12-29,"$565,000",1995-09-20,$0,
405,45,1000,100 BRECK HILL RD,21.15,R,"$11,200","$346,300",$0,"$346,300","$346,300","$11,200","$258,900",$0,1994-12-19,$0,,$0,
405,45,2000,92 BRECK HILL RD,5.35,S,"$1,000","$190,200",$0,"$190,200","$190,200","$1,000","$144,900",$0,1994-12-19,$0,,$0,
405,46,,80 BRECK HILL RD,25,R,"$525,600","$606,800","$234,800","$372,000","$606,800","$412,200","$485,700","$250,000",2016-06-08,"$2,666",2002-07-12,$0,
405,47,,68 BRECK HILL RD,8.01,R,"$763,000","$798,800","$541,800","$257,000","$798,800","$684,200","$716,700","$630,000",2009-05-19,"$437,950",1988-08-13,$0,
405,50,,52 BRECK HILL RD,15.25,R,"$992,000","$1,089,400","$689,900","$399,500","$1,089,400","$912,100","$1,000,100",$0,2007-04-24,$0,,$0,
406,1,,263 ORFORD RD (LAND ONLY),8.8,E,"$35,000","$35,000",$0,"$35,000","$35,000","$30,000","$30,000",$0,1998-01-20,"$199,000",1994-07-01,$0,
406,3,,301 ORFORD RD,3.5,R,"$261,800","$261,800","$133,000","$128,800","$261,800","$247,200","$247,200","$240,500",2020-12-08,$0,,"$240,500",2020-12-08
406,3,,301 ORFORD RD,3.5,R,"$261,800","$261,800","$133,000","$128,800","$261,800","$247,200","$247,200","$240,500",2020-12-08,$0,,"$307,000",2021-04-01
406,6,,385 ORFORD RD,64,S,"$20,600","$250,000",$0,"$250,000","$250,000","$20,600","$254,000",$0,2004-04-08,$0,,$0,
406,8,,393 ORFORD RD,0.9,R,"$307,200","$307,200","$173,900","$133,300","$307,200","$292,500","$292,500",$0,2004-05-11,"$95,000",1996-02-05,$0,
406,10,,396 ORFORD RD,2.5,,"$373,300","$373,300","$243,800","$129,500","$373,300","$369,800","$369,800",$0,2020-11-09,"$2,667",2015-07-10,$0,
406,11,,394 ORFORD RD,130,R,"$838,800","$1,132,500","$672,000","$460,500","$1,132,500","$751,700","$1,017,600","$390,000",2004-05-27,"$116,250",1988-11-01,$0,
406,12,,376 ORFORD RD,4.3,R,"$556,900","$556,900","$403,700","$153,200","$556,900","$404,800","$404,800",$0,2017-12-26,"$173,000",1999-07-16,$0,
406,14,,368 ORFORD RD,5.81,R,"$308,500","$308,500","$153,300","$155,200","$308,500","$260,700","$260,700","$245,000",2020-04-21,$100,1974-06-21,"$245,000",2020-04-21
406,15,,346 ORFORD RD,59,R,"$267,600","$363,200","$83,100","$280,100","$363,200","$227,400","$313,300","$4,000",1988-04-25,$0,,$0,
406,17,,344 ORFORD RD,85.1,S,"$6,900","$70,300",$0,"$70,300","$70,300","$6,900","$63,800","$20,000",2018-03-29,"$38,533",2015-07-17,$0,
406,18,,328 ORFORD RD,17.3,R,"$289,600","$350,600","$147,400","$203,200","$350,600","$221,400","$276,700",$0,2005-09-12,"$4,000",1988-04-25,$0,
406,19,,320 ORFORD RD,1.75,R,"$236,000","$236,000","$97,700","$138,300","$236,000","$204,800","$204,800","$235,000",2007-05-22,$0,,$0,
406,20,,314 ORFORD RD,20,R,"$237,200","$299,700","$89,500","$210,200","$299,700","$162,300","$218,600",$0,2017-09-15,$0,,$0,
406,21,,302 ORFORD RD,42,,"$448,800","$593,000","$301,300","$291,700","$593,000","$405,500","$536,200",$0,,$0,,$0,
406,22,1000,280 ORFORD RD,7.24,R,"$763,900","$763,900","$543,400","$220,500","$763,900","$774,900","$774,900","$798,000",2019-07-01,"$585,000",2003-07-08,$0,
406,23,,264 ORFORD RD,46.89,R,"$518,700","$617,100","$305,900","$311,200","$617,100","$493,400","$582,700","$213,000",1995-08-01,"$199,000",1994-07-01,$0,
406,24,,129 CULVER HILL LN,33,S,"$1,100","$32,700",$0,"$32,700","$32,700","$1,100","$29,800",$0,1990-02-21,$0,,$0,
406,30,,85 ORFORDVILLE RD (TOWN FORE,355,E,"$585,800","$585,800",$0,"$585,800","$585,800","$521,100","$521,100",$0,,$0,,$0,
406,31,,111 MUD TURTLE POND RD,207,S,"$7,700","$287,800",$0,"$287,800","$287,800","$7,700","$260,700",$0,2015-12-08,$0,,$0,
406,32,,121 MUD TURTLE POND RD,0.96,R,"$4,200","$4,200",$0,"$4,200","$4,200","$2,900","$2,900",$0,2005-12-12,$0,,$0,
406,33,,131 MUD TURTLE POND RD,1.1,R,"$4,200","$4,200",$0,"$4,200","$4,200","$3,300","$3,300","$1,111",1993-11-12,$154,1993-05-10,$0,
406,34,,135 MUD TURTLE POND RD,2,R,"$309,800","$309,800","$228,800","$81,000","$309,800","$272,100","$272,100",$0,2018-08-28,"$30,000",2006-02-24,$0,
406,35,,132+4 MUD TURTLE POND RD,57,R,"$403,900","$524,300","$279,300","$245,000","$524,300","$359,700","$468,900",$0,2003-01-01,$0,,$0,
406,36,,10 TAVERN LN,75,R,"$1,951,500","$2,419,800","$1,610,400","$809,400","$2,419,800","$1,766,900","$1,996,400","$1,825,000",2012-07-02,"$140,000",1999-04-30,$0,
407,4,,105 ORFORD RD (LAND ONLY),2.2,E,"$40,400","$40,400",$0,"$40,400","$40,400","$37,000","$37,000",$0,2000-12-20,"$20,000",1992-07-17,$0,
407,6,,149 ORFORD RD,2.1,R,"$376,700","$376,700","$243,400","$133,300","$376,700","$342,100","$342,100","$376,533",2017-01-19,"$135,000",1988-11-03,$0,
407,8,,31 POST POND LN,11.6,R,"$288,800","$332,800","$30,000","$302,800","$332,800","$207,400","$254,600",$0,,$0,,$0,
407,9,,41 POST POND LN,2.2,R,"$1,331,000","$1,331,000","$838,300","$492,700","$1,331,000","$1,324,400","$1,324,400","$1,406,200",2009-01-09,"$579,000",1998-09-01,$0,
407,10,,45 POST POND LN,0.42,R,"$563,900","$563,900","$309,000","$254,900","$563,900","$551,100","$551,100","$357,524",1993-07-23,"$115,053",1990-02-20,$0,
407,11,,47 POST POND LN,0.39,R,"$418,900","$418,900","$183,500","$235,400","$418,900","$409,900","$409,900",$0,2012-12-04,"$105,333",2012-12-04,$0,
407,12,,49 POST POND LN,0.52,R,"$461,400","$461,400","$183,300","$278,100","$461,400","$425,200","$425,200","$246,000",2001-05-01,"$172,500",1994-08-12,$0,
407,13,,51 POST POND LN,0.18,R,"$232,200","$232,200","$23,900","$208,300","$232,200","$186,500","$186,500",$0,2015-04-27,"$188,000",2013-04-09,$0,
407,14,,53 POST POND LN,0.46,R,"$330,900","$330,900","$68,500","$262,400","$330,900","$293,000","$293,000","$125,000",1999-10-15,"$35,000",1993-08-09,$0,
407,15,,55 POST POND LN,50.65,R,"$376,200","$484,200","$107,000","$377,200","$484,200","$277,500","$375,400",$0,1998-02-04,$0,,$0,
407,16,,57 POST POND LN,1.31,R,"$913,600","$913,600","$480,400","$433,200","$913,600","$696,900","$696,900",$0,2002-01-01,"$99,333",2001-08-08,$0,
407,19,,65 POST POND LN,0.17,R,"$13,900","$13,900",$0,"$13,900","$13,900","$12,100","$12,100",$0,2014-02-24,"$5,050",1988-07-18,$0,
407,20,,67 POST POND LN,0.52,R,"$238,300","$238,300","$51,900","$186,400","$238,300","$177,100","$177,100",$0,2014-02-24,"$135,200",2006-01-25,$0,
407,21,,69 POST POND LN,0.15,R,"$152,600","$152,600","$16,400","$136,200","$152,600","$87,300","$87,300",$0,2008-02-22,$0,,$0,
407,22,,72 POST POND LN,12.71,R,"$295,200","$326,100","$41,500","$284,600","$326,100","$192,800","$220,800","$240,000",2016-10-14,"$155,000",2002-05-28,$0,
407,23,,62 POST POND LN,17.04,R,"$11,300","$52,400",$0,"$52,400","$52,400","$10,300","$47,600",$0,2014-02-24,"$153,524",1993-02-18,$0,
407,26,,50 POST POND LN,4.2,E,"$11,600","$11,600",$0,"$11,600","$11,600","$10,500","$10,500",$0,1996-12-09,"$4,000",1992-04-09,$0,
407,28,,32 POST POND LN,0.43,R,"$50,200","$50,200","$2,600","$47,600","$50,200","$52,300","$52,300","$50,000",2020-11-10,$0,,"$50,000",2020-11-10
407,29,,22 POST POND LN,12.2,R,"$463,000","$508,400","$301,300","$207,100","$508,400","$365,900","$407,100","$385,000",2019-04-05,"$440,000",2008-04-10,$0,
407,30,,16 POST POND LN,3.7,R,"$926,900","$926,900","$726,400","$200,500","$926,900","$783,500","$783,500","$770,000",2013-06-25,"$850,000",2008-05-06,$0,
407,31,,11 NORTH THETFORD RD,23.28,,"$600,600","$653,500","$387,700","$265,800","$653,500","$575,000","$622,400","$275,000",2015-12-16,$0,,$0,
407,32,,13 NORTH THETFORD RD,3.72,R,"$798,100","$798,100","$570,600","$227,500","$798,100","$668,200","$668,200","$500,000",2000-10-29,"$8,500",1988-06-24,$0,
407,34,,17 NORTH THETFORD RD,2.03,R,"$343,200","$343,200","$191,000","$152,200","$343,200","$277,700","$277,700","$245,000",2011-05-17,"$113,000",1998-06-30,$0,
407,35,,21 NORTH THETFORD RD,7.97,R,"$373,100","$373,100","$179,300","$193,800","$373,100","$296,600","$296,600",$0,2003-02-27,"$147,000",1999-08-11,$0,
407,36,,33 NORTH THETFORD RD,4.7,R,"$493,000","$493,000","$301,800","$191,200","$493,000","$460,200","$460,200",$0,,$0,,$0,
407,37,,7 TURNER LN,11.19,R,"$327,500","$406,000","$191,400","$214,600","$406,000","$322,900","$378,200","$380,000",2014-12-08,"$215,050",1990-09-20,$0,
407,38,,15 TURNER LN,4.7,R,"$665,700","$665,700","$486,500","$179,200","$665,700","$643,900","$643,900","$675,733",2020-07-24,"$162,000",1989-08-30,"$675,733",2020-07-24
407,40,,57 NORTH THETFORD RD,0.33,R,"$126,500","$126,500","$48,900","$77,600","$126,500","$113,800","$113,800","$45,000",2003-06-24,$0,,$0,
407,41,,52 NORTH THETFORD RD,4.2,R,"$384,700","$384,700","$208,100","$176,600","$384,700","$293,100","$293,100",$0,1987-06-30,$0,,$0,
407,42,,48 NORTH THETFORD RD,3.2,R,"$365,500","$365,500","$216,000","$149,500","$365,500","$333,000","$333,000","$382,000",2020-07-02,"$335,000",2015-06-24,"$382,000",2020-07-02
407,43,,38 NORTH THETFORD RD,6.5,R,"$258,200","$258,200","$66,400","$191,800","$258,200","$201,100","$201,100",$0,1995-02-24,"$38,000",1970-08-24,$0,
407,44,,8 PUSHEE FALLS LN,1.3,R,"$295,600","$295,600","$146,600","$149,000","$295,600","$240,300","$240,300",$0,,$0,,$0,
407,45,,4 PUSHEE FALLS LN,1.6,R,"$10,800","$10,800","$2,000","$8,800","$10,800","$10,000","$10,000",$0,1991-01-07,$0,,$0,
407,46,,30 NORTH THETFORD RD,4.9,R,"$410,100","$410,100","$213,600","$196,500","$410,100","$360,800","$360,800","$189,000",2000-08-22,"$165,000",1994-08-08,$0,
407,47,,22 NORTH THETFORD RD,3.8,R,"$371,300","$371,300","$205,100","$166,200","$371,300","$358,100","$358,100",$0,2014-04-30,"$336,000",2002-07-15,$0,
407,48,,18 NORTH THETFORD RD,2.8,R,"$302,500","$302,500","$144,900","$157,600","$302,500","$272,800","$272,800",$0,2015-01-28,"$75,000",2006-11-30,$0,
407,51,,187 ORFORD RD,2,R,"$288,600","$288,600","$162,700","$125,900","$288,600","$253,700","$253,700","$127,000",2000-10-02,$0,,$0,
407,54,,241 ORFORD RD,74.1,S,"$9,600","$447,800",$0,"$447,800","$447,800","$9,600","$405,000","$400,000",2016-01-07,$0,,$0,
407,55,,236 ORFORD RD,12.55,R,"$498,900","$622,200","$341,500","$280,700","$622,200","$366,200","$366,200","$150,000",1994-08-15,"$160,000",1989-12-02,"$125,000",2021-03-19
407,56,1000,216 ORFORD RD,5.04,R,"$388,200","$388,200","$213,000","$175,200","$388,200","$290,400","$290,400","$359,000",2019-12-18,"$290,000",2014-06-25,$0,
407,57,,186 ORFORD RD,2.6,R,"$354,700","$354,700","$209,100","$145,600","$354,700","$248,500","$248,500","$234,000",2018-08-31,"$90,476",1993-07-30,$0,
407,58,1000,15 WHIPPLE HILL RD,58.8,S,"$22,000","$466,700",$0,"$466,700","$466,700","$22,000","$425,900",$0,2016-03-29,$0,,$0,
407,59,,1 CULVER HILL LN,11.3,R,"$664,300","$748,000","$446,600","$301,400","$748,000","$582,600","$658,300","$550,000",2005-12-27,"$750,000",2002-08-28,$0,
407,60,1000,1 TAVERN LN,6.01,R,"$820,600","$820,600","$552,900","$267,700","$820,600","$754,900","$754,900","$715,066",2014-05-30,"$540,000",1999-09-10,$0,
407,60,2000,3 TAVERN LN,5.51,R,"$270,500","$270,500",$0,"$270,500","$270,500","$205,100","$205,100","$116,000",2001-07-17,"$95,000",1999-06-01,$0,
407,60,3000,7 TAVERN LN,8.91,R,"$1,339,400","$1,339,400","$1,054,700","$284,700","$1,339,400","$1,267,200","$1,267,200","$1,435,000",2021-03-25,"$1,250,000",2006-07-14,"$1,435,000",2021-03-25
407,60,4000,8 TAVERN LN,21.07,R,"$1,129,400","$1,244,000","$854,300","$389,700","$1,244,000","$917,900","$986,800","$1,500,000",2020-11-02,"$95,000",1999-05-04,"$1,500,000",2020-11-02
407,60,5000,41 CULVER HILL LN,9.55,R,"$646,500","$646,500","$375,400","$271,100","$646,500","$537,600","$537,600",$0,2021-04-22,"$535,000",2013-03-19,$0,
407,60,6000,47 CULVER HILL LN,5.08,R,"$866,800","$866,800","$532,800","$334,000","$866,800","$674,400","$674,400","$587,000",2002-07-24,"$100,000",1999-05-13,$0,
407,60,7000,48 CULVER HILL LN,5.13,R,"$970,800","$970,800","$673,000","$297,800","$970,800","$950,300","$950,300","$960,000",2010-09-29,"$616,000",2001-08-01,$0,
407,61,,63 CULVER HILL LN,30,R,"$389,300","$509,500","$146,100","$363,400","$509,500","$283,100","$390,700","$2,666",2001-04-04,$0,,$0,
407,62,,56 CULVER HILL LN,15.2,R,"$868,800","$939,500","$594,700","$344,800","$939,500","$814,800","$878,900",$0,2015-04-20,"$938,000",2006-03-10,$0,
407,63,,23 CLOVER MILL LN,9.32,R,"$542,000","$542,000","$234,900","$307,100","$542,000","$470,200","$470,200",$0,2021-02-08,"$430,000",2012-08-25,$0,
407,64,,20 CULVER HILL LN,19.6,R,"$741,600","$827,000","$519,100","$307,900","$827,000","$702,000","$779,300","$810,000",2006-05-01,"$43,200",1998-11-25,$0,
407,65,,37 WHIPPLE HILL RD,21.7,S,"$7,000","$273,700",$0,"$273,700","$273,700","$7,000","$290,000",$0,2016-06-22,"$155,000",1999-03-19,$0,
407,66,,63 WHIPPLE HILL RD,7.74,R,"$954,900","$954,900","$657,300","$297,600","$954,900","$872,500","$872,500",$0,2016-06-22,"$500,000",1997-02-28,$0,
407,67,,19 CLOVER MILL LN,5.31,R,"$724,800","$724,800","$394,000","$330,800","$724,800","$591,100","$591,100","$199,000",2013-06-27,"$1,182,533",2004-04-30,$0,
407,68,,27 CLOVER MILL LN,28.92,R,"$735,800","$842,100","$424,400","$417,700","$842,100","$625,800","$722,300","$740,500",2016-07-09,"$214,800",2012-07-02,$0,
407,69,,28 CLOVER MILL LN,36.97,R,"$1,540,000","$1,651,100","$1,062,400","$588,700","$1,651,100","$1,428,100","$1,547,800","$1,557,500",2020-09-30,"$1,087,533",2003-09-29,"$1,557,500",2020-09-30
407,70,,16 CLOVER MILL LN,5.06,R,"$1,198,700","$1,198,700","$926,200","$272,500","$1,198,700","$1,029,200","$1,029,200","$1,188,733",2020-07-31,"$935,000",2012-10-05,"$1,188,733",2020-07-31
407,71,,79 WHIPPLE HILL RD,11.74,R,"$469,600","$527,800","$299,700","$228,100","$527,800","$426,300","$479,100","$550,000",2017-11-20,"$69,524",1991-03-13,$0,
407,72,,89 WHIPPLE HILL RD,19.33,R,"$520,600","$592,300","$335,600","$256,700","$592,300","$479,000","$551,400",$0,2019-08-23,"$190,000",2000-09-28,$0,
407,73,,95 WHIPPLE HILL RD,24.4,R,"$776,900","$884,900","$475,900","$409,000","$884,900","$763,700","$861,700","$834,000",2017-09-18,"$90,000",1987-03-13,"$1,230,000",2021-04-01
407,74,,101 WHIPPLE HILL RD,79.9,,"$686,000","$932,600","$506,500","$426,100","$932,600","$673,100","$896,600",$0,2018-08-20,"$635,000",2006-07-31,$0,
407,75,,111 WHIPPLE HILL RD,2,R,"$340,400","$340,400","$167,000","$173,400","$340,400","$255,100","$255,100","$108,762",1991-03-11,"$6,400",1983-09-14,$0,
407,76,3000,115 WHIPPLE HILL RD,80.13,R,"$631,700","$886,100","$337,900","$548,200","$886,100","$601,300","$832,300",$0,2000-06-30,$0,,$0,
407,77,,36 MUD TURTLE POND RD,70,E,"$251,800","$251,800",$0,"$251,800","$251,800","$226,900","$226,900",$0,2009-08-03,"$4,000",1997-07-18,$0,
407,78,,135 WHIPPLE HILL RD,20,R,"$288,200","$346,200","$122,500","$223,700","$346,200","$237,000","$289,600","$4,000",1989-09-14,$0,,$0,
407,79,,149 WHIPPLE HILL RD,5.45,R,"$281,300","$281,300","$103,400","$177,900","$281,300","$234,900","$234,900",$0,2020-04-01,"$1,500",1968-05-29,$0,
407,80,,165 WHIPPLE HILL RD,51.6,R,"$136,500","$289,600",$0,"$289,600","$289,600","$113,100","$252,100","$210,000",2012-07-06,"$250,000",2009-01-30,$0,
407,81,,160 WHIPPLE HILL RD,21.2,S,$500,"$181,700",$0,"$181,700","$181,700",$500,"$147,200","$112,466",2002-10-31,"$20,000",1990-02-06,$0,
407,83,,150 WHIPPLE HILL RD,1,R,"$194,500","$194,500","$53,400","$141,100","$194,500","$140,000","$140,000",$0,2003-10-02,$0,,$0,
407,84,,132 WHIPPLE HILL RD,11.4,R,"$464,100","$536,100","$313,700","$222,400","$536,100","$489,100","$561,100","$527,500",2020-09-30,"$347,670",2000-05-10,"$527,500",2020-09-30
407,86,1000,10 WHIPPLE HILL RD,134.7,R,"$37,800","$492,400","$8,700","$483,700","$492,400","$34,000","$445,200",$0,2001-03-21,"$500,000",1986-11-18,$0,
407,87,,150 ORFORD RD,2.2,C,"$837,000","$837,000","$621,200","$215,800","$837,000","$632,200","$632,200",$0,2000-10-23,$0,,$0,
407,88,,144 ORFORD RD,3.15,R,"$345,000","$345,000","$195,800","$149,200","$345,000","$309,000","$309,000","$369,000",2019-10-25,"$283,000",2008-09-18,$0,
407,89,,124 ORFORD RD,25.52,S,"$6,400","$269,900",$0,"$269,900","$269,900","$6,400","$233,200",$0,,$0,,$0,
407,90,,1 PINNACLE RD,5.4,,"$488,900","$488,900","$283,000","$205,900","$488,900","$377,000","$377,000","$360,000",2007-11-02,"$265,000",2002-08-13,$0,
407,91,,11 PINNACLE RD,3,R,"$433,300","$433,300","$256,700","$176,600","$433,300","$375,700","$375,700","$141,000",1986-08-07,$0,,$0,
407,92,,21 PINNACLE RD,6.7,R,"$142,900","$142,900",$0,"$142,900","$142,900","$107,300","$107,300",$0,2015-10-20,$0,,$0,
407,93,,31 PINNACLE RD,2,R,"$308,900","$308,900","$161,200","$147,700","$308,900","$233,400","$233,400",$1,2013-10-24,$0,,$0,
407,94,,33 PINNACLE RD,5.3,R,"$292,100","$292,100","$127,300","$164,800","$292,100","$214,900","$214,900",$0,1986-09-03,$0,,$0,
407,95,,35 PINNACLE RD,4.1,R,"$610,900","$610,900","$404,000","$206,900","$610,900","$501,600","$501,600","$700,000",2021-04-19,$0,,"$700,000",2021-04-19
407,96,1100,37+51 PINNACLE RD,43.1,R,"$1,053,200","$1,168,500","$813,800","$354,700","$1,168,500","$1,068,400","$1,172,700","$177,000",1995-06-05,"$158,000",1986-01-16,$0,
407,96,1200,45 PINNACLE RD,3.1,R,"$246,900","$246,900","$94,200","$152,700","$246,900","$223,700","$223,700","$130,000",1995-12-13,"$125,048",1992-07-01,$0,
407,96,2000,39 PINNACLE RD,5.59,R,"$153,000","$153,000","$11,200","$141,800","$153,000","$150,700","$150,700","$200,000",2015-11-18,"$280,000",1993-09-20,$0,
