Map,Lot,Unit,Street Address,Acres,Class,Assess. 2021,Apprais. 2021,Improv. 2021,Land Value 2021,Total Value 2021,Assess. 2020,Apprais. 2020,Recent Sale,Recent Date,Previous Sale,Previous Date,Grafton Sale,Grafton Date
201,81,,7 BRITTON LN,5.3,C,"$683,500","$683,500","$155,800","$527,700","$683,500","$431,000","$431,000","$650,000",2007-09-18,"$62,500",1995-03-31,$0,
201,83,,4 BRITTON LN,4.2,C,"$822,900","$822,900","$462,100","$360,800","$822,900","$739,200","$739,200","$675,000",2019-03-18,"$4,000",1989-01-25,$0,
201,84,,34 PLEASANT ST,1.4,R,"$224,200","$224,200","$73,100","$151,100","$224,200","$188,800","$188,800","$115,000",2010-09-10,"$242,533",2005-09-23,$0,
201,85,,32 PLEASANT ST,0.7,R,"$406,300","$406,300","$273,000","$133,300","$406,300","$329,500","$329,500",$0,2021-02-23,"$375,000",2005-01-28,$0,
201,86,,30 PLEASANT ST,0.69,R,"$284,100","$284,100","$151,900","$132,200","$284,100","$226,100","$226,100","$295,000",2018-06-29,"$185,000",2006-03-24,$0,
201,87,,26+28 PLEASANT ST,1,R,"$577,900","$577,900","$354,900","$223,000","$577,900","$466,900","$466,900","$455,000",2015-11-17,$0,,$0,
201,88,,24 PLEASANT ST,2.3,R,"$427,700","$427,700","$272,000","$155,700","$427,700","$346,700","$346,700","$365,000",2014-07-21,$0,,$0,
201,90,,16 PLEASANT ST,0.9,R,"$393,500","$393,500","$240,200","$153,300","$393,500","$377,200","$377,200","$405,000",2019-05-01,"$365,000",2006-07-11,$0,
201,91,,12+14 PLEASANT ST,0.8,R,"$583,500","$583,500","$395,000","$188,500","$583,500","$527,600","$527,600","$200,000",2011-03-15,"$125,000",1997-09-09,$0,
201,92,,10 PLEASANT ST,1.3,R,"$339,800","$339,800","$182,300","$157,500","$339,800","$295,300","$295,300","$286,000",2015-08-24,"$225,000",2006-03-07,$0,
201,93,100,6 JOHN THOMSON WY (L/O),0.16,E,"$40,300","$40,300",$0,"$40,300","$40,300","$33,700","$33,700",$0,,$0,,$0,
201,93,200,6 JOHN THOMSON WY(HORSESHD),0,E,"$42,000","$42,000","$42,000",$0,"$42,000","$38,500","$38,500",$0,,$0,,$0,
201,94,100,2 PLEASANT ST (JAILHOUSE),0.07,E,"$27,400","$27,400","$15,200","$12,200","$27,400","$23,100","$23,100",$0,,$0,,$0,
201,94,200,4 JOHN THOMSON WY,1.85,E,"$236,300","$236,300","$46,900","$189,400","$236,300","$197,000","$197,000",$0,,$0,,$0,
201,95,,1 DORCHESTER RD,0.33,E,"$1,440,500","$1,440,500","$1,194,500","$246,000","$1,440,500","$1,329,600","$1,329,600",$0,,$0,,$0,
201,96,,5 DORCHESTER RD,0.09,E,"$247,800","$247,800","$81,400","$166,400","$247,800","$205,800","$205,800",$0,,$0,,$0,
201,97,,7 DORCHESTER RD,0.31,R,"$677,700","$677,700","$526,200","$151,500","$677,700","$687,800","$687,800","$733,000",2012-06-13,"$257,000",1996-09-19,$0,
201,99,,11 DORCHESTER RD,1.71,R,"$377,200","$377,200","$167,300","$209,900","$377,200","$375,100","$375,100","$365,000",2019-09-19,"$350,000",2007-12-18,$0,
201,100,,19 DORCHESTER RD,1.5,R,"$494,100","$494,100","$287,200","$206,900","$494,100","$471,200","$471,200","$465,000",2016-07-29,"$222,000",1993-09-02,$0,
201,101,,21 DORCHESTER RD,0.43,R,"$277,800","$277,800","$144,800","$133,000","$277,800","$249,800","$249,800","$266,700",2015-08-31,"$92,571",1992-07-15,$0,
201,102,1000,50 HIGH ST,1.37,R,"$306,500","$306,500","$163,800","$142,700","$306,500","$246,900","$246,900",$0,2018-11-29,"$122,000",1994-08-24,$0,
201,102,2000,48 HIGH ST,1.51,C,"$556,800","$556,800","$385,600","$171,200","$556,800","$420,300","$420,300",$0,2018-11-29,"$20,000",1995-08-01,$0,
201,103,,44 HIGH ST (FIRE STATION),1.28,E,"$580,900","$580,900","$410,700","$170,200","$580,900","$253,500","$253,500",$0,,$0,,$0,
201,104,,40 HIGH ST,10,C,"$218,500","$218,500",$0,"$218,500","$218,500","$137,300","$137,300","$200,000",2019-03-04,"$4,286",1991-05-31,$0,
201,105,,38 HIGH ST,0.22,R,"$260,000","$260,000","$175,200","$84,800","$260,000","$201,200","$201,200",$0,2000-02-15,"$4,000",1960-08-08,$0,
201,106,,36 HIGH ST,0.66,R,"$260,700","$260,700","$149,400","$111,300","$260,700","$228,700","$228,700","$115,048",1992-06-01,$0,,$0,
201,107,,32 HIGH ST,0.52,R,"$164,900","$164,900","$82,500","$82,400","$164,900","$138,800","$138,800",$0,2004-11-18,"$75,000",1998-11-10,$0,
201,109,1000,30 HIGH ST,1.96,E,"$187,300","$187,300","$21,200","$166,100","$187,300","$145,100","$145,100",$0,1955-06-02,$0,,$0,
201,110,1000,24 HIGH ST (HIGHWAY GARAGE),3.47,E,"$781,700","$781,700","$562,100","$219,600","$781,700","$751,200","$751,200",$0,2003-09-10,$0,,$0,
201,111,,18 HIGH ST,1.8,R,"$292,200","$292,200","$165,400","$126,800","$292,200","$262,500","$262,500","$125,000",1997-08-05,$0,,$0,
