PID	Street Address	MBLU	Map	Lot	Unit	Book&Page	Assessment	Appraisal	Lot Size (acres)	Land Use Code	Description	Zoning District	# Buildings	Appr. Year	Improvements	Land	Total	Recent Sale Price	Recent Sale Date	Prev Sale Price	Prev Sale Date	Prev. Assess.	Prev. Apprais		Increased Assessment
969	45 ACORN HILL RD	409/  22/  /  / 	409	22		  3470/0235	"$299,400 "	"$299,400 "	4.4	1010	SINGLE FAM MDL01	RD	1	2016	"$143,300 "	"$156,100 "	"$299,400 "	$0 	11/26/07	"$85,000 "	8/30/96	"$222,700 "	"$222,700 "		"$76,700 "
1343	73 POUT POND LN	415/  18/  /  / 	415	18		  1972/0070	"$299,200 "	"$299,200 "	5.47	1010	SINGLE FAM MDL01	RD	1	2016	"$100,700 "	"$198,500 "	"$299,200 "	$0 	6/13/91	"$70,000 "	1/9/88	"$272,400 "	"$272,400 "		"$26,800 "
519	108 NORTH THETFORD RD	404/  44/  /  / 	404	44		  3389/0097	"$299,000 "	"$299,000 "	2.2	1010	SINGLE FAM MDL01	RD	1	2016	"$142,100 "	"$156,900 "	"$299,000 "	$0 	3/22/07			"$249,700 "	"$249,700 "		"$49,300 "
830	50 PINNACLE RD	407/  134/  /  / 	407	134		  4023/0680	"$298,700 "	"$298,700 "	0.89	1010	SINGLE FAM MDL01	RD	1	2016	"$159,900 "	"$138,800 "	"$298,700 "	$0 	11/6/13	"$120,000 "	2/15/11	"$226,800 "	"$226,800 "		"$71,900 "
1126	203 GOOSE POND RD	410/  63/  /  / 	410	63		  3902/0658	"$297,900 "	"$297,900 "	2.1	1040	TWO FAMILY	RD	1	2016	"$194,300 "	"$103,600 "	"$297,900 "	$0 	7/27/12	"$255,000 "	7/1/05	"$247,500 "	"$247,500 "		"$50,400 "
1167	117 GRAFTON TK	413/  3/  /  / 	413	3		  1459/0219	"$296,600 "	"$296,600 "	5.8	1010	SINGLE FAM MDL01	ELD	1	2016	"$154,000 "	"$142,600 "	"$296,600 "	$0 				"$244,000 "	"$244,000 "		"$52,600 "
1200	6 CANAAN LEDGE LN	413/  27/  /  / 	413	27		  4249/0469	"$296,500 "	"$296,500 "	2	1010	SINGLE FAM MDL01	ELD	1	2016	"$165,800 "	"$130,700 "	"$296,500 "	"$252,500 "	11/18/16	"$129,000 "	11/18/99	"$221,700 "	"$221,700 "		"$74,800 "
1113	50 BLISS LN	410/  50/  /  / 	410	50		   PRO/2000	"$296,000 "	"$528,800 "	70.9	1030	MOBILE HOM  MDL-02	RD	1	2016	"$73,200 "	"$455,600 "	"$528,800 "	$0 	10/2/00			"$225,000 "	"$435,900 "		"$71,000 "
99	1 MAIN          ST (33% INT)	201/  70/  0010/  / 	201	70	10	  4023/0680	"$295,700 "	"$295,700 "	0	340C	OFF CONDO  MDL-94	LCD	1	2016	"$295,700 "	$0 	"$295,700 "	$0 	11/6/13	"$123,810 "	7/21/93	"$308,800 "	"$308,800 "		"($13,100)"
704	8 PUSHEE FALLS LN	407/  44/  /  / 	407	44		  1039/0179	"$295,600 "	"$295,600 "	1.3	1010	SINGLE FAM MDL01	RD	1	2016	"$146,600 "	"$149,000 "	"$295,600 "	$0 				"$240,300 "	"$240,300 "		"$55,300 "
522	88 NORTH THETFORD RD	404/  47/  /  / 	404	47		  1646/ 722	"$295,300 "	"$295,300 "	2	1010	SINGLE FAM MDL01	RD	1	2016	"$133,200 "	"$162,100 "	"$295,300 "	"$65,000 "	1/5/87			"$234,700 "	"$234,700 "		"$60,600 "
673	72 POST POND LN	407/  22/  /  / 	407	22		  4241/0173	"$295,200 "	"$326,100 "	12.71	1013	SFR WATER  MDL-01		1	2016	"$41,500 "	"$284,600 "	"$326,100 "	"$240,000 "	10/14/16	"$155,000 "	5/28/02	"$192,800 "	"$220,800 "		"$102,400 "
176	15 HIGH ST	201/  126/  /  / 	201	126		  1413/0147	"$294,500 "	"$294,500 "	1.66	1010	SINGLE FAM MDL01	LCD	1	2016	"$156,600 "	"$137,900 "	"$294,500 "	"$4,000 "	12/23/80			"$221,500 "	"$221,500 "		"$73,000 "
339	48 SHOESTRAP RD	402/  45/  /  / 	402	45		  3804/0607	"$293,300 "	"$293,300 "	0.95	1010	SINGLE FAM MDL01	RD	1	2016	"$153,000 "	"$140,300 "	"$293,300 "	"$289,000 "	7/7/11	"$250,000 "	3/2/07	"$259,700 "	"$259,700 "		"$33,600 "
323	218 DARTMOUTH COLLEGE HY	402/  29/  /  / 	402	29		  4514/ 870	"$293,100 "	"$293,100 "	2	1010	SINGLE FAM MDL01	RD	1	2016	"$149,300 "	"$143,800 "	"$293,100 "	"$299,000 "	4/27/20	"$188,000 "	4/1/15	"$229,800 "	"$229,800 "		"$63,300 "
435	307 RIVER RD	403/  18/  /  / 	403	18		  3766/0588	"$292,500 "	"$292,500 "	0.15	1013	SFR WATER  MDL-01	RD	1	2016	"$109,900 "	"$182,600 "	"$292,500 "	"$235,000 "	12/28/10	"$275,000 "	9/29/09	"$276,600 "	"$276,600 "		"$15,900 "
162	18 HIGH ST	201/  111/  /  / 	201	111		  2264/0263	"$292,200 "	"$292,200 "	1.8	1010	SINGLE FAM MDL01	LCD	1	2016	"$165,400 "	"$126,800 "	"$292,200 "	"$125,000 "	8/5/97			"$262,500 "	"$262,500 "		"$29,700 "
102771	355 ORFORD RD	406/  5/  /  / 	406	5		  4315/0624	"$292,200 "	"$292,200 "	1.4	1010	SINGLE FAM MDL01		1	2016	"$155,400 "	"$136,800 "	"$292,200 "	"$250,000 "	10/3/17	"$130,000 "	11/22/16	"$235,900 "	"$235,900 "		"$56,300 "
775	33 PINNACLE RD	407/  94/  /  / 	407	94		  1619/0305	"$292,100 "	"$292,100 "	5.3	1010	SINGLE FAM MDL01	RD	1	2016	"$127,300 "	"$164,800 "	"$292,100 "	$0 	9/3/86			"$214,900 "	"$214,900 "		"$77,200 "
1024	48 ISAAC PERKINS RD	409/  69/  /  / 	409	69		 	"$291,300 "	"$291,300 "	2.1	1010	SINGLE FAM MDL01	RD	1	2016	"$142,900 "	"$148,400 "	"$291,300 "	$0 				"$223,600 "	"$223,600 "		"$67,700 "
405	300 DARTMOUTH COLLEGE HY	403/  3/  /  / 	403	3		  1873/ 112	"$291,100 "	"$291,100 "	1.2	1010	SINGLE FAM MDL01	RD	1	2016	"$147,800 "	"$143,300 "	"$291,100 "	"$116,685 "	8/10/90			"$218,400 "	"$218,400 "		"$72,700 "
954	167 DORCHESTER RD	409/  10/  /  / 	409	10		  3294/0105	"$290,800 "	"$290,800 "	0.82	1010	SINGLE FAM MDL01		1	2016	"$134,700 "	"$156,100 "	"$290,800 "	$0 	6/8/06	"$120,000 "	9/13/96	"$263,900 "	"$263,900 "		"$26,900 "
621	328 ORFORD RD	406/  18/  /  / 	406	18		  3205/0183	"$289,600 "	"$350,600 "	17.3	1010	SINGLE FAM MDL01	RD	1	2016	"$147,400 "	"$203,200 "	"$350,600 "	$0 	9/12/05	"$4,000 "	4/25/88	"$221,400 "	"$276,700 "		"$68,200 "
915	21 POUT POND LN	408/  61/  1000/  / 	408	61	1000	  2306/0650	"$289,500 "	"$289,500 "	5.02	1010	SINGLE FAM MDL01		1	2016	"$133,700 "	"$155,800 "	"$289,500 "	"$20,000 "	4/2/98			"$244,500 "	"$244,500 "		"$45,000 "
103	10 LATHAM LN	201/  72/  /  / 	201	72		  3650/0629	"$289,200 "	"$289,200 "	1.4	1010	SINGLE FAM MDL01	LCD	1	2016	"$104,100 "	"$185,100 "	"$289,200 "	"$274,533 "	10/2/09	"$3,800 "	3/25/08	"$278,900 "	"$278,900 "		"$10,300 "
647	31 POST POND LN	407/  8/  /  / 	407	8		  1245/0279	"$288,800 "	"$332,800 "	11.6	1013	SFR WATER  MDL-01	RD	1	2016	"$30,000 "	"$302,800 "	"$332,800 "	$0 				"$207,400 "	"$254,600 "		"$81,400 "
711	187 ORFORD RD	407/  51/  /  / 	407	51		  2490/0910	"$288,600 "	"$288,600 "	2	1010	SINGLE FAM MDL01	RD	2	2016	"$162,700 "	"$125,900 "	"$288,600 "	"$127,000 "	10/2/00			"$253,700 "	"$253,700 "		"$34,900 "
220	153 GOOSE POND RD	401/  24/  /  / 	401	24		  4144/0841	"$288,500 "	"$288,500 "	2	1010	SINGLE FAM MDL01	RD	1	2016	"$180,400 "	"$108,100 "	"$288,500 "	$0 	7/8/15			"$223,400 "	"$223,400 "		"$65,100 "
758	135 WHIPPLE HILL RD	407/  78/  /  / 	407	78		  1822/ 991	"$288,200 "	"$346,200 "	20	1010	SINGLE FAM MDL01		1	2016	"$122,500 "	"$223,700 "	"$346,200 "	"$4,000 "	9/14/89			"$237,000 "	"$289,600 "		"$51,200 "
335	12 MAPLE LN	402/  41/  /  / 	402	41		  3871/0366	"$287,800 "	"$287,800 "	2.7	1010	SINGLE FAM MDL01	RD	1	2016	"$130,700 "	"$157,100 "	"$287,800 "	$1 	3/23/12	"$177,000 "	5/31/02	"$240,600 "	"$240,600 "		"$47,200 "
1472	643 DORCHESTER RD	421/  4/  /  / 	421	4		  4217/0127	"$287,700 "	"$287,700 "	1.43	1013	SFR WATER  MDL-01	ELD	1	2016	"$51,300 "	"$236,400 "	"$287,700 "	"$205,000 "	6/28/16			"$200,500 "	"$200,500 "		"$87,200 "
179	35 HIGH ST	201/  129/  /  / 	201	129		4130-0104	"$287,500 "	"$287,500 "	1.7	1010	SINGLE FAM MDL01	LCD	1	2016	"$149,400 "	"$138,100 "	"$287,500 "	"$249,000 "	5/26/15	"$240,000 "	11/22/04	"$245,900 "	"$245,900 "		"$41,600 "
298	240 DARTMOUTH COLLEGE HY	402/  6/  /  / 	402	6		  1250/0043	"$286,300 "	"$286,300 "	0.67	1010	SINGLE FAM MDL01	RD	1	2016	"$168,100 "	"$118,200 "	"$286,300 "	$0 				"$225,800 "	"$225,800 "		"$60,500 "
560	591 RIVER RD	405/  24/  /  / 	405	24		  3389/ 560	"$286,300 "	"$286,300 "	1.6	1010	SINGLE FAM MDL01	RD	1	2016	"$123,400 "	"$162,900 "	"$286,300 "	$0 	3/23/07	"$4,000 "	9/23/93	"$252,200 "	"$252,200 "		"$34,100 "
174	13 HIGH ST	201/  125/  /  / 	201	125		  3993/0932	"$284,500 "	"$284,500 "	1.56	1010	SINGLE FAM MDL01	LCD	1	2016	"$152,300 "	"$132,200 "	"$284,500 "	"$255,000 "	7/9/13			"$237,400 "	"$237,400 "		"$47,100 "
123	30 PLEASANT ST	201/  86/  /  / 	201	86		  4371/0348	"$284,100 "	"$284,100 "	0.69	1010	SINGLE FAM MDL01	LCD	1	2016	"$151,900 "	"$132,200 "	"$284,100 "	"$295,000 "	6/29/18	"$185,000 "	3/24/06	"$226,100 "	"$226,100 "		"$58,000 "
68	5 BROOK LN	201/  48/  /  / 	201	48		  3695/0434	"$284,100 "	"$284,100 "	2.3	1010	SINGLE FAM MDL01	RD	1	2016	"$127,000 "	"$157,100 "	"$284,100 "	$0 	4/21/10			"$256,600 "	"$256,600 "		"$27,500 "
1211	35 POUT POND LN	414/  5/  /  / 	414	5		  3046/0042	"$284,000 "	"$284,000 "	5.03	1010	SINGLE FAM MDL01	RD	1	2016	"$116,300 "	"$167,700 "	"$284,000 "	"$182,000 "	8/25/04	"$88,600 "	9/19/90	"$232,900 "	"$232,900 "		"$51,100 "
1031	10 ISAAC PERKINS-1 ALDEN  RD	409/  76/  /  / 	409	76		  1303/0368	"$283,600 "	"$318,600 "	11.8	1010	SINGLE FAM MDL01	RD	1	2016	"$141,900 "	"$176,700 "	"$318,600 "	$800 	2/21/77	"$1,800 "	3/9/75	"$227,900 "	"$259,700 "		"$55,700 "
546	644 RIVER RD	405/  17/  /  / 	405	17		  4575/ 214	"$282,700 "	"$332,900 "	14.7	1010	SINGLE FAM MDL01	RD	1	2016	"$115,400 "	"$217,500 "	"$332,900 "	"$329,900 "	11/16/20	"$225,000 "	4/19/19	"$240,800 "	"$286,300 "		"$41,900 "
238	104 GOOSE POND RD	401/  38/  /  / 	401	38		  4166/ 733	"$282,400 "	"$282,400 "	2.6	1010	SINGLE FAM MDL01	RD	1	2016	"$149,100 "	"$133,300 "	"$282,400 "	$0 	10/15/15	"$155,000 "	5/1/13	"$201,600 "	"$201,600 "		"$80,800 "
440	327 RIVER RD	403/  23/  /  / 	403	23		  4508/ 505	"$281,900 "	"$281,900 "	0.58	1013	SFR WATER  MDL-01	RD	1	2016	"$53,000 "	"$228,900 "	"$281,900 "	"$185,000 "	3/30/20			"$222,900 "	"$222,900 "		"$59,000 "
759	149 WHIPPLE HILL RD	407/  79/  /  / 	407	79		  4509/ 214	"$281,300 "	"$281,300 "	5.45	1010	SINGLE FAM MDL01		1	2016	"$103,400 "	"$177,900 "	"$281,300 "	$0 	4/1/20	"$1,500 "	5/29/68	"$234,900 "	"$234,900 "		"$46,400 "
1457	632 DORCHESTER RD	420/  17/  /  / 	420	17		  1930/0145	"$281,100 "	"$281,100 "	2.06	1013	SFR WATER  MDL-01	ELD	1	2016	"$122,000 "	"$159,100 "	"$281,100 "	"$155,048 "	8/30/91	$100 	1/6/77	"$255,600 "	"$255,600 "		"$25,500 "
1037	48 BAKER HILL RD	409/  82/  /  / 	409	82		  1098/ 353	"$279,800 "	"$279,800 "	10.5	1010	SINGLE FAM MDL01	RD	1	2016	"$53,700 "	"$226,100 "	"$279,800 "	$0 				"$255,400 "	"$255,400 "		"$24,400 "
1257	267 DORCHESTER RD	414/  31/  /  / 	414	31		  2403/0163	"$279,700 "	"$279,700 "	3.1	1010	SINGLE FAM MDL01	RD	1	2016	"$149,000 "	"$130,700 "	"$279,700 "	"$5,000 "	5/25/99	"$105,000 "	8/12/87	"$221,100 "	"$221,100 "		"$58,600 "
144	21 DORCHESTER RD	201/  101/  /  / 	201	101		  4154/0182	"$277,800 "	"$277,800 "	0.43	1010	SINGLE FAM MDL01	LCD	1	2016	"$144,800 "	"$133,000 "	"$277,800 "	"$266,700 "	8/31/15	"$92,571 "	7/15/92	"$249,800 "	"$249,800 "		"$28,000 "
32	8 MARKET ST	201/  25/  /  / 	201	25		  3072/0304	"$277,800 "	"$277,800 "	0.37	1010	SINGLE FAM MDL01	LCD	1	2016	"$131,000 "	"$146,800 "	"$277,800 "	"$248,000 "	10/29/04	"$7,000 "	7/5/57	"$273,800 "	"$273,800 "		"$4,000 "
1016	124 BAKER HILL RD	409/  61/  /  / 	409	61		 	"$277,700 "	"$277,700 "	2	1010	SINGLE FAM MDL01	RD	1	2016	"$122,600 "	"$155,100 "	"$277,700 "	$0 				"$230,300 "	"$230,300 "		"$47,400 "
834	4 PINNACLE RD	407/  138/  /  / 	407	138		  2373/0736	"$276,500 "	"$276,500 "	0.69	1010	SINGLE FAM MDL01	RD	1	2016	"$156,300 "	"$120,200 "	"$276,500 "	"$4,000 "	2/9/99			"$250,800 "	"$250,800 "		"$25,700 "
1410	120 ORFORDVILLE RD	417/  6/  1000/  / 	417	6	1000	  1920/0238	"$274,600 "	"$358,200 "	11.15	1010	SINGLE FAM MDL01	RD	1	2016	"$165,400 "	"$192,800 "	"$358,200 "	"$55,048 "	7/18/91			"$268,600 "	"$337,900 "		"$6,000 "
1006	71 BAKER HILL RD	409/  56/  /  / 	409	56		  4212/0375	"$271,800 "	"$271,800 "	0.97	1010	SINGLE FAM MDL01	RD	1	2016	"$131,500 "	"$140,300 "	"$271,800 "	"$260,000 "	6/6/16	"$242,000 "	8/29/08	"$220,300 "	"$220,300 "		"$51,500 "
1475	651 DORCHESTER RD	421/  7/  /  / 	421	7		  4023/0682	"$271,400 "	"$306,200 "	16.32	1013	SFR WATER  MDL-01	ELD	1	2016	"$30,600 "	"$275,600 "	"$306,200 "	$0 	11/6/13	"$6,267 "	12/5/12	"$172,200 "	"$203,800 "		"$99,200 "
1484	41 OLD DORCHESTER RD	421/  16/  /  / 	421	16		  3492/0834	"$271,300 "	"$271,300 "	3.67	1010	SINGLE FAM MDL01	ELD	1	2016	"$105,200 "	"$166,100 "	"$271,300 "	$0 	2/15/08	"$20,000 "	1/4/97	"$210,900 "	"$210,900 "		"$60,400 "
545	652+654 RIVER RD	405/  16/  /  / 	405	16		  4548/  52	"$270,900 "	"$270,900 "	0.98	1010	SINGLE FAM MDL01	RD	1	2016	"$102,700 "	"$168,200 "	"$270,900 "	"$95,000 "	8/21/20			"$197,300 "	"$197,300 "		"$73,600 "
735	3 TAVERN LN	407/  60/  2000/  / 	407	60	2000	  2560/0339	"$270,500 "	"$270,500 "	5.51	1300	RES ACLNDV	RD	1	2016	$0 	"$270,500 "	"$270,500 "	"$116,000 "	7/17/01	"$95,000 "	6/1/99	"$205,100 "	"$205,100 "		"$65,400 "
952	147 DORCHESTER RD	409/  8/  /  / 	409	8		 	"$268,200 "	"$268,200 "	2.36	1010	SINGLE FAM MDL01	RD	1	2016	"$134,400 "	"$133,800 "	"$268,200 "	$0 				"$191,600 "	"$191,600 "		"$76,600 "
951	141 DORCHESTER RD	409/  7/  /  / 	409	7		  4108/  22	"$268,200 "	"$268,200 "	0.61	1010	SINGLE FAM MDL01	RD	1	2016	"$161,600 "	"$106,600 "	"$268,200 "	"$60,000 "	1/21/15	"$69,000 "	9/2/14	"$256,200 "	"$256,200 "		"$12,000 "
618	346 ORFORD RD	406/  15/  /  / 	406	15		  1734/0766	"$267,600 "	"$363,200 "	59	1010	SINGLE FAM MDL01	RD	2	2016	"$83,100 "	"$280,100 "	"$363,200 "	"$4,000 "	4/25/88			"$227,400 "	"$313,300 "		"$40,200 "
100863	161 GOOSE POND RD	401/  23/  1200/  / 	401	23	1200	  2966/0694	"$267,300 "	"$267,300 "	3.44	1010	SINGLE FAM MDL01		1	2016	"$162,900 "	"$104,400 "	"$267,300 "	$0 	2/29/04	"$25,000 "	6/18/99	"$236,400 "	"$236,400 "		"$30,900 "
9	36 DORCHESTER RD	201/  6/  /  / 	201	6		  3303/0204	"$266,800 "	"$266,800 "	1.85	1010	SINGLE FAM MDL01	LCD	1	2016	"$108,900 "	"$157,900 "	"$266,800 "	"$5,000 "	7/12/06			"$210,800 "	"$210,800 "		"$56,000 "
436	311 RIVER RD	403/  19/  /  / 	403	19		  4417/0385	"$266,100 "	"$266,100 "	0.37	1030	MOBILE HOM  MDL-02	RD	1	2016	"$60,300 "	"$205,800 "	"$266,100 "	$0 	2/19/19			"$202,500 "	"$202,500 "		"$63,600 "
1234	107 FLINT HILL RD	414/  21/  /  / 	414	21		  1480/0843	"$266,100 "	"$266,100 "	1.26	1010	SINGLE FAM MDL01	RD	1	2016	"$129,400 "	"$136,700 "	"$266,100 "	$0 	8/21/83			"$194,300 "	"$194,300 "		"$71,800 "
169	12 CREAMERY LN	201/  119/  /  / 	201	119		  4210/0547	"$265,300 "	"$265,300 "	0.61	1010	SINGLE FAM MDL01	LCD	1	2016	"$154,200 "	"$111,100 "	"$265,300 "	$0 	6/3/16	"$90,000 "	12/10/13	"$223,000 "	"$223,000 "		"$42,300 "
248	7 HEWS LN	401/  45/  /  / 	401	45		  0971/0381	"$264,000 "	"$264,000 "	2.4	1010	SINGLE FAM MDL01	RD	1	2016	"$126,300 "	"$137,700 "	"$264,000 "	$0 				"$249,500 "	"$249,500 "		"$14,500 "
501	535 RIVER RD	404/  26/  /  / 	404	26		  1292/0257	"$262,800 "	"$262,800 "	0.96	1013	SFR WATER  MDL-01	RD	1	2016	"$63,500 "	"$199,300 "	"$262,800 "	"$20,500 "	9/9/76	"$20,000 "	12/14/60	"$224,200 "	"$224,200 "		"$38,600 "
225	342 BAKER HILL RD	401/  29/  /  / 	401	29		  4220/0066	"$262,700 "	"$262,700 "	6.1	1030	MOBILE HOM  MDL-02	RD	2	2016	"$86,100 "	"$176,600 "	"$262,700 "	$0 	7/15/16			"$187,000 "	"$187,000 "		"$75,700 "
209	51 GOOSE POND RD	401/  20/  /  / 	401	20		  3856/0585	"$262,300 "	"$262,300 "	1.5	1010	SINGLE FAM MDL01	RD	1	2016	"$119,000 "	"$143,300 "	"$262,300 "	$0 	2/7/12	"$210,000 "	3/6/07	"$201,900 "	"$201,900 "		"$60,400 "
600	301 ORFORD RD	406/  3/  /  / 	406	3		  4582/ 650	"$261,800 "	"$261,800 "	3.5	1010	SINGLE FAM MDL01		1	2016	"$133,000 "	"$128,800 "	"$261,800 "	"$240,500 "	12/8/20			"$247,200 "	"$247,200 "		"$14,600 "
5	58 DORCHESTER RD	201/  1/  /  / 	201	1		  4243/0312	"$261,300 "	"$261,300 "	3.9	1010	SINGLE FAM MDL01	LCD	1	2016	"$93,700 "	"$167,600 "	"$261,300 "	$0 	10/25/16	"$150,000 "	1/3/12	"$210,900 "	"$210,900 "		"$50,400 "
375	202 RIVER RD	402/  77/  /  / 	402	77		  4508/ 207	"$260,800 "	"$260,800 "	7.06	1300	RES ACLNDV	RD	1	2016	$0 	"$260,800 "	"$260,800 "	"$349,000 "	3/27/20	"$100,000 "	8/10/06	"$156,600 "	"$156,600 "		"$104,200 "
153	36 HIGH ST	201/  106/  /  / 	201	106		  1970/0315	"$260,700 "	"$260,700 "	0.66	1010	SINGLE FAM MDL01	LCD	1	2016	"$149,400 "	"$111,300 "	"$260,700 "	"$115,048 "	6/1/92			"$228,700 "	"$228,700 "		"$32,000 "
995	188 DORCHESTER RD	409/  48/  /  / 	409	48		  3762/0274	"$260,500 "	"$260,500 "	0.54	1010	SINGLE FAM MDL01	LCD	1	2016	"$165,900 "	"$94,600 "	"$260,500 "	"$143,000 "	12/27/10	"$65,048 "	6/3/92	"$160,900 "	"$160,900 "		"$99,600 "
152	38 HIGH ST	201/  105/  /  / 	201	105		  2446/0833	"$260,000 "	"$260,000 "	0.22	1010	SINGLE FAM MDL01	LCD	1	2016	"$175,200 "	"$84,800 "	"$260,000 "	$0 	2/15/00	"$4,000 "	8/8/60	"$201,200 "	"$201,200 "		"$58,800 "
1046	150 DORCHESTER RD	409/  91/  /  / 	409	91		  4299/0501	"$259,300 "	"$259,300 "	1.5	1010	SINGLE FAM MDL01		1	2016	"$128,000 "	"$131,300 "	"$259,300 "	"$165,000 "	7/24/17	"$195,000 "	11/22/10	"$221,300 "	"$221,300 "		"$38,000 "
1199	10 CANAAN LEDGE LN	413/  26/  /  / 	413	26		  4092/0766	"$258,300 "	"$258,300 "	2.1	1010	SINGLE FAM MDL01	ELD	1	2016	"$119,800 "	"$138,500 "	"$258,300 "	"$220,000 "	11/5/14	"$126,500 "	6/20/00	"$206,500 "	"$206,500 "		"$51,800 "
703	38 NORTH THETFORD RD	407/  43/  /  / 	407	43		  PRO-/1995	"$258,200 "	"$258,200 "	6.5	1010	SINGLE FAM MDL01	RD	1	2016	"$66,400 "	"$191,800 "	"$258,200 "	$0 	2/24/95	"$38,000 "	8/24/70	"$201,100 "	"$201,100 "		"$57,100 "
102712	24 HIGH ST (HIGHLAND CEMETER	201/  110/  2000/  / 	201	110	2000	002888/0819	"$258,000 "	"$258,000 "	6.57	9030	MUNICPAL  MDL-00	LCD	1	2016	"$11,100 "	"$246,900 "	"$258,000 "	$0 	9/10/03			"$192,000 "	"$192,000 "		"$66,000 "
92	8 EAST THETFORD RD	201/  66/  /  / 	201	66		  3677/0115	"$257,300 "	"$257,300 "	0.67	1010	SINGLE FAM MDL01	LCD	1	2016	"$77,800 "	"$179,500 "	"$257,300 "	$0 	1/20/10	"$102,000 "	1/9/95	"$212,500 "	"$212,500 "		"$44,800 "
558	608 RIVER RD	405/  22/  2000/  / 	405	22	2000	  2125/0554	"$256,700 "	"$256,700 "	2.4	1030	MOBILE HOM  MDL-02	RD	1	2016	"$78,500 "	"$178,200 "	"$256,700 "	$0 	12/14/94			"$177,700 "	"$177,700 "		"$79,000 "
1451	629 DORCHESTER RD	420/  11/  /  / 	420	11		  4023/0682	"$254,600 "	"$254,600 "	0.17	1013	SFR WATER  MDL-01	ELD	1	2016	"$109,100 "	"$145,500 "	"$254,600 "	$0 	11/6/13	"$20,000 "	7/28/78	"$205,500 "	"$205,500 "		"$49,100 "
8	40 DORCHESTER RD	201/  5/  /  / 	201	5		002833/0693	"$254,400 "	"$254,400 "	0.98	1010	SINGLE FAM MDL01	LCD	1	2016	"$114,000 "	"$140,400 "	"$254,400 "	$0 	12/16/02			"$207,800 "	"$207,800 "		"$46,600 "
1052	72 DORCHESTER RD	409/  96/  /  / 	409	96		  1772/ 531	"$254,300 "	"$379,200 "	23.3	1010	SINGLE FAM MDL01	RD	1	2016	"$118,300 "	"$260,900 "	"$379,200 "	"$4,000 "	11/2/88			"$167,600 "	"$281,000 "		"$86,700 "
757	36 MUD TURTLE POND RD	407/  77/  /  / 	407	77		  3634/0693	"$251,800 "	"$251,800 "	70	9030	MUNICPAL  MDL-00	RD	1	2016	$0 	"$251,800 "	"$251,800 "	$0 	8/3/09	"$4,000 "	7/18/97	"$226,900 "	"$226,900 "		"$24,900 "
1020	47 ISAAC PERKINS RD	409/  65/  /  / 	409	65		 	"$250,200 "	"$250,200 "	4.1	1010	SINGLE FAM MDL01	RD	1	2016	"$81,200 "	"$169,000 "	"$250,200 "	$0 				"$233,600 "	"$233,600 "		"$16,600 "
982	215 DORCHESTER RD	409/  35/  /  / 	409	35		  3228/0159	"$249,400 "	"$249,400 "	3.2	1010	SINGLE FAM MDL01	RD	1	2016	"$112,400 "	"$137,000 "	"$249,400 "	$0 	12/7/05			"$177,300 "	"$177,300 "		"$72,100 "
139	5 DORCHESTER RD	201/  96/  /  / 	201	96		 	"$247,800 "	"$247,800 "	0.09	906C	CHURCH ETC  MDL-94	LCD	1	2016	"$81,400 "	"$166,400 "	"$247,800 "	$0 				"$205,800 "	"$205,800 "		"$42,000 "
100163	85 DARTMOUTH COLLEGE HY #1030	401/  55/  103/  / 	401	55	103	  4220/0349	"$247,300 "	"$247,300 "	0	1021	CONDO NL  MDL-05	BD	1	2016	"$247,300 "	$0 	"$247,300 "	"$235,000 "	7/18/16	"$230,000 "	10/15/03	"$229,300 "	"$229,300 "		"$18,000 "
260	82 RIVER RD	401/  57/  /  / 	401	57		  4329/0380	"$247,100 "	"$247,100 "	0.83	1010	SINGLE FAM MDL01	RD	1	2016	"$82,600 "	"$164,500 "	"$247,100 "	$0 	12/4/17	"$1,500 "	2/12/70	"$218,400 "	"$218,400 "		"$28,700 "
783	45 PINNACLE RD	407/  96/  1200/  / 	407	96	1200	  2173/0155	"$246,900 "	"$246,900 "	3.1	1010	SINGLE FAM MDL01	RD	1	2016	"$94,200 "	"$152,700 "	"$246,900 "	"$130,000 "	12/13/95	"$125,048 "	7/1/92	"$223,700 "	"$223,700 "		"$23,200 "
986	1 FLINT HILL RD	409/  39/  /  / 	409	39		  3419/0258	"$246,600 "	"$246,600 "	1.7	1010	SINGLE FAM MDL01	RD	1	2016	"$107,000 "	"$139,600 "	"$246,600 "	$0 	6/19/07	"$88,500 "	10/3/94	"$219,100 "	"$219,100 "		"$27,500 "
434	303 RIVER RD	403/  17/  /  / 	403	17		  2325/0701	"$246,100 "	"$246,100 "	0.21	1013	SFR WATER  MDL-01	RD	1	2016	"$61,800 "	"$184,300 "	"$246,100 "	"$75,000 "	6/26/98	"$42,857 "	9/7/93	"$172,700 "	"$172,700 "		"$73,400 "
299	234 DARTMOUTH COLLEGE HY	402/  7/  /  / 	402	7		  4010/0601	"$241,600 "	"$241,600 "	0.92	1010	SINGLE FAM MDL01	RD	1	2016	"$108,200 "	"$133,400 "	"$241,600 "	"$150,000 "	9/11/13			"$195,700 "	"$195,700 "		"$45,900 "
532	89 BRECK HILL RD	405/  4/  /  / 	405	4		  1807/ 510	"$241,100 "	"$241,100 "	5.07	1010	SINGLE FAM MDL01	RD	1	2016	"$58,700 "	"$182,400 "	"$241,100 "	"$4,000 "	6/4/89			"$215,100 "	"$215,100 "		"$26,000 "
