PID,Location,Map,Lot,Unit,Town_Assessment,Scraped_Value
748, 27 CLOVER MILL LN ,407,68,,735800.0,842100.0
189, 76 GOODELL LN ,401,4,,53300.0,138100.0
543, 664 RIVER RD ,405,14,,1500.0,54100.0
252, 10 HEWS LN ,401,49,,321000.0,428200.0
1096,42 CLAFLIN LN ,410,33,1000,1862900.0,2324500.0
1413, 395 SMITH MOUNTIAN RD ,418,1,,2100.0,86600.0
1389, 36 PONY HILL LN ,416,23,,336800.0,365700.0
100000,106 PRESTON RD ,402,18,1000,933100.0,1006700.0
1223,63 FLINT HILL RD ,414,11,1200,7600.0,428700.0
1226, 80 POUT POND LN ,414,13,,1289400.0,1445800.0
1003,57 BAKER HILL RD ,409,53,2000,343100.0,472000.0
202,20 PRESTON RD ,401,13,2000,685600.0,1166800.0
100262,215 ORFORD RD ,407,53,1000,1008600.0,1084600.0
1188, 172 GRAFTON TK ,413,14,,661000.0,842600.0
1355, 101 SMITH MOUNTAIN RD ,415,21,,7500.0,251200.0
1362, 164 SMITH MOUNTAIN RD ,415,28,,14700.0,96100.0
1363, 461 DORCHESTER RD ,415,29,,8500.0,89400.0
1230, 30 SMITH MOUNTAIN RD ,414,17,,493300.0,637200.0
987, 232 DORCHESTER RD ,409,40,,422900.0,670300.0
194, 8 GOODELL LN ,401,9,,100.0,22300.0
217,127 GOOSE POND RD ,401,23,1100,2600.0,476800.0
241, 72 GOOSE POND RD ,401,39,,307200.0,863300.0
1018, 25 ISAAC PERKINS RD ,409,63,,138000.0,235200.0
1026, 34 ISAAC PERKINS RD ,409,71,,437500.0,526200.0
1027, 160 EAST ST ,409,72,,19100.0,401100.0
1055, 100 EAST ST ,409,100,,16900.0,327000.0
1057, 60 EAST ST ,410,2,,1700.0,72300.0
1058, 294 BAKER HILL RD ,410,3,,26400.0,280200.0
188, 30 PRESTON RD ,401,3,,547900.0,604600.0
811, 95 HIGHBRIDGE RD ,407,119,,232200.0,369700.0
309, 66 WASHBURN HILL RD ,402,17,,590000.0,855100.0
1337, 43 POUT POND LN ,415,13,,800.0,253000.0
806, 42 HIGHBRIDGE RD ,407,114,,921500.0,1052000.0
100103, 188 GOOSE POND RD ,410,72,,345800.0,463900.0
182, 12 ROCKY HILL LN ,201,132,,686100.0,741100.0
1352,82 POUT POND LN ,415,20,1000,515700.0,737500.0
756,115 WHIPPLE HILL RD ,407,76,3000,631700.0,886100.0
101382,117 WHIPPLE HILL RD ,407,76,2000,421400.0,468000.0
801, 92 HIGHBRIDGE RD ,407,111,,611500.0,1074800.0
102896, 59 ORFORD RD ,408,19,,500.0,148400.0
102897, 60 ORFORD RD ,408,20,,337800.0,352800.0
101523,44 BRITTON LN ,408,1,100,381500.0,487700.0
417, 101 EAST THETFORD RD ,403,9,,55700.0,643500.0
251, 20 HEWS LN ,401,48,,599200.0,716100.0
745, 37 WHIPPLE HILL RD ,407,65,,7000.0,273700.0
594, 68 BRECK HILL RD ,405,47,,763000.0,798800.0
100602, 64 BRECK HILL RD ,405,48,,2100.0,92900.0
1053, 136 WASHBURN HILL RD ,409,98,,1187500.0,1903600.0
884, 44 HORTON LN ,408,46,,352500.0,426500.0
102644, HORTON LN ,408,44,,20800.0,145900.0
101282, 6 ISAAC PERKINS RD ,409,77,,584800.0,842400.0
1033, 60 BAKER HILL RD ,409,78,,477700.0,605100.0
883, 108 HORTON LN ,408,45,,73000.0,164900.0
1054, 92 WASHBURN HILL RD ,409,99,,1999000.0,2395400.0
1156, 322 GOOSE POND RD ,411,11,,492800.0,564700.0
1412, 124 CELLARS LN ,417,7,,202900.0,311900.0
812, 124 PINNACLE RD ,407,120,,396700.0,471300.0
482, 105 NORTH THETFORD RD ,404,7,,462900.0,538100.0
868, 45 DORCHESTER RD ,408,30,,491800.0,583600.0
789, 83 PINNACLE RD ,407,101,,404100.0,496200.0
365, 19 SLOAN LN ,402,67,,802300.0,1047800.0
181, 31 ROCKY HILL LN ,201,131,,2500.0,333600.0
462, 84 EAST THETFORD RD ,403,45,,737300.0,790700.0
454, 34 LAMPHIRE HILL LN ,403,37,,830200.0,1426400.0
463, 72 EAST THETFORD RD ,403,46,,4200.0,372200.0
494, 474 RIVER RD ,404,19,,1267500.0,1538100.0
754, 101 WHIPPLE HILL RD ,407,74,,686000.0,932600.0
206, 60 DARTMOUTH COLLEGE HY ,401,17,,742600.0,834600.0
559, 10 GREGORY RD ,405,23,,445300.0,568200.0
246, 20 DARTMOUTH COLLEGE HY ,401,43,,6200.0,300300.0
254, 43 DARTMOUTH COLLEGE HY ,401,51,,525500.0,835600.0
207, 19 GOOSE POND RD ,401,18,,54400.0,649200.0
581,736 RIVER RD ,405,42,1000,415500.0,737000.0
582,738 RIVER RD ,405,42,2000,1378800.0,1643300.0
798, 11 ORFORDVILLE RD ,407,108,,154000.0,462500.0
1375, 41 DAVISON LN ,416,12,,1714900.0,2739000.0
1410,120 ORFORDVILLE RD ,417,6,1000,274600.0,358200.0
1229, 67 SMITH MOUNTAIN RD ,414,16,,65100.0,111900.0
758, 135 WHIPPLE HILL RD ,407,78,,288200.0,346200.0
102763, 50 LAMPHIRE HILL LN ,403,35,,3300.0,324900.0
102736,25 LAMPHIRE HILL LN ,403,29,2000,618200.0,692900.0
691, 11 NORTH THETFORD RD ,407,31,,600600.0,653500.0
415, 79 EAST THETFORD RD ,403,8,,455600.0,614500.0
100243,82 NORTH THETFORD RD ,407,53,4000,637100.0,708100.0
187, 40 PRESTON RD ,401,2,,544300.0,695800.0
89, 7 HAMILTON LN ,201,63,,478400.0,614500.0
1462, 622 DORCHESTER RD ,420,22,,592900.0,755800.0
320,81 PRESTON RD ,402,26,2000,9700.0,433100.0
347, 163 DARTMOUTH COLLEGE HY ,402,52,,27400.0,302300.0
230,330 BAKER HILL RD ,401,30,2000,2800.0,218200.0
1277, 443 DORCHESTER RD ,414,44,,13900.0,294200.0
1417, 370 SMITH MOUNTAIN RD ,418,3,,16700.0,345400.0
1488, 680 DORCHESTER RD ,421,20,,11200.0,332900.0
749, 28 CLOVER MILL LN ,407,69,,1540000.0,1651100.0
546, 644 RIVER RD ,405,17,,282700.0,332900.0
940,84 FRANKLIN HILL RD ,408,71,2000,584700.0,708700.0
654, 55 POST POND LN ,407,15,,376200.0,484200.0
294, 252 DARTMOUTH COLLEGE HY ,402,3,,591900.0,797500.0
1068,172 BAKER HILL RD ,410,10,1000,813500.0,956900.0
1298, 420 DORCHESTER RD ,414,53,,1180800.0,1317900.0
493, 498 RIVER RD ,404,18,,682000.0,1117300.0
376, 192 RIVER RD ,402,78,,551200.0,714100.0
310,108 PRESTON RD ,402,18,2000,694700.0,756100.0
900, 18 + 20 HARDSCRABBLE LN ,408,55,,1004200.0,1239000.0
1022, 68 ISAAC PERKINS RD ,409,67,,552800.0,765700.0
611, 394 ORFORD RD ,406,11,,838800.0,1132500.0
826, 7 MASA MOREY LN ,407,130,,509000.0,610200.0
1291, 428 DORCHESTER RD ,414,50,,400.0,33700.0
564, 625 RIVER RD ,405,28,,859800.0,1155300.0
829, 64 PINNACLE RD ,407,133,,688800.0,752100.0
1473, 645 DORCHESTER RD ,421,5,,439900.0,484000.0
1475, 651 DORCHESTER RD ,421,7,,271400.0,306200.0
719, 236 ORFORD RD ,407,55,,498900.0,622200.0
998, 11 BAKER HILL RD ,409,51,,654800.0,822100.0
673, 72 POST POND LN ,407,22,,295200.0,326100.0
1336, 44 HARDSCRABBLE LN ,415,12,,7000.0,259300.0
844, 27 ORFORD RD ,408,7,,93200.0,301800.0
860, 42 ORFORD RD ,408,23,,7000.0,422400.0
204, 84 DARTMOUTH COLLEGE HY ,401,15,,720800.0,880700.0
100322, 117 BRECK HILL RD ,405,7,,4300.0,77200.0
584, 122 BRECK HILL RD ,405,44,,789100.0,1093000.0
623, 314 ORFORD RD ,406,20,,237200.0,299700.0
1447,601 DORCHESTER RD ,420,7,2000,2700.0,270000.0
1464, 552 DORCHESTER RD ,420,24,,1300.0,138700.0
101582, DORCHESTER RD ,414,48,,2800.0,118800.0
593, 80 BRECK HILL RD ,405,46,,525600.0,606800.0
1468, 500 DORCHESTER RD ,420,28,,538300.0,647600.0
1486, 50 OLD DORCHESTER RD ,421,18,,368800.0,540000.0
102834, 67 ACORN HILL RD ,408,63,,1206400.0,1382700.0
330, 156 DARTMOUTH COLLEGE HY ,402,36,,362000.0,429200.0
896, 11 HIGHBRIDGE RD ,408,51,,1387300.0,1470000.0
1394, 100 DAVISON LN ,416,24,,11800.0,166300.0
1358, 121 TROUT POND LN ,415,24,,1800.0,30700.0
1399, 281 SMITH MOUNTAIN RD ,416,25,,3600.0,61600.0
1400, 180 CELLARS LN ,416,26,,6300.0,93700.0
1039, 12 BAKER HILL RD ,409,84,,113300.0,422400.0
1060, 232 BAKER HILL RD ,410,5,,1145300.0,1390700.0
1069,180 BAKER HILL RD ,410,10,2000,1600.0,180000.0
1097, 12 CLAFLIN LN ,410,34,,900.0,197900.0
1098, 25 PICO RD ,410,35,,1800.0,227800.0
1100, 14 CLAFLIN LN ,410,37,,400.0,23100.0
1119, 243 BAKER HILL RD ,410,56,,3700.0,290700.0
1177, 21 TYLER HILL RD ,413,10,,13700.0,324600.0
100041,198 BAKER HILL RD ,410,9,2000,8800.0,338400.0
1103, 75 PICO RD ,410,40,,3100.0,353700.0
1129, 97 PICO RD ,410,66,,100.0,107900.0
992, 216 DORCHESTER RD ,409,45,,13500.0,680300.0
1009, 95 BAKER HILL RD ,409,57,,10800.0,366700.0
1076,15 BAILEY HILL LN ,410,13,2000,5300.0,220200.0
1077,44 BAILEY HILL LN ,410,33,2000,30700.0,997900.0
1079, 101 BEAR HILL LN ,410,16,,100.0,66800.0
1081, 103 BEAR HILL LN ,410,18,,100.0,92100.0
1083, 111 BEAR HILL LN ,410,20,,3900.0,572000.0
1084, 102 BEAR HILL LN ,410,21,,100.0,33700.0
1085, 38 BAILEY HILL LN ,410,22,,1300.0,140400.0
1131, 252 GOOSE POND RD ,410,68,,173300.0,392300.0
1155, 334 GOOSE POND RD ,411,10,,1100.0,217300.0
1164, 280 GRAFTON TK ,412,3,,102500.0,2792500.0
1186, 64 TYLER HILL RD ,413,11,,1200.0,59000.0
1289, 370 DORCHESTER RD ,414,49,,2600.0,181900.0
1489, 700 DORCHESTER RD ,421,21,,6400.0,459000.0
100202, 345 GRAFTON TK ,422,1,,20600.0,848400.0
102772, 131 GRAFTON TK ,413,4,,14800.0,519500.0
1002,59 BAKER HILL RD ,409,53,1000,4800.0,141700.0
1360, 200 SMITH MOUNTAIN RD ,415,26,,12400.0,228600.0
102875, 520 DORCHESTER RD ,420,27,,13700.0,848300.0
990, 224 DORCHESTER RD ,409,43,,5200.0,16100.0
1189, 130 GRAFTON TK ,413,15,,6800.0,290400.0
1158, 290 GOOSE POND RD ,411,13,,4400.0,304500.0
101562, 626 DORCHESTER RD ,421,22,,16600.0,379800.0
1163, 330 GRAFTON TK ,412,2,,3600.0,205000.0
1104, 7 BLISS LN ,410,41,,724900.0,969700.0
322, 20 WASHBURN HILL RD ,402,28,,151200.0,273200.0
647, 31 POST POND LN ,407,8,,288800.0,332800.0
638, 132+4 MUD TURTLE POND RD ,406,35,,403900.0,524300.0
878, 83 FRANKLIN HILL RD ,408,40,,662000.0,791700.0
898, 11 HARDSCRABBLE LN ,408,53,,1200.0,425300.0
1170, 139 GRAFTON TK ,413,6,,433300.0,561400.0
1448, 615 DORCHESTER RD ,420,8,,183000.0,282000.0
1385, 192 PINNACLE RD ,416,19,,720000.0,830400.0
100222,226 ORFORD RD ,407,56,2000,2400.0,208600.0
724,15 WHIPPLE HILL RD ,407,58,1000,22000.0,466700.0
100122, 378 DORCHESTER RD ,414,55,,546700.0,667300.0
1272, 393 DORCHESTER RD ,414,41,,520900.0,738300.0
767,10 WHIPPLE HILL RD ,407,86,1000,37800.0,492400.0
920,75 ACORN HILL RD ,408,64,1000,668900.0,735200.0
921,77 ACORN HILL RD ,408,64,2000,507600.0,551500.0
891,129 FRANKLIN HILL RD ,408,48,2000,516800.0,596500.0
934,108 FRANKLIN HILL RD ,408,70,1000,1200.0,222900.0
939,96 FRANKLIN HILL RD ,408,71,1000,841300.0,1036700.0
851, 86 POST POND LN ,408,14,,48000.0,158000.0
968, 11 ACORN HILL RD ,409,21,,369900.0,510200.0
448, 41 LAMPHIRE HILL LN ,403,31,,672200.0,724300.0
827, 43 MASA MOREY LN ,407,131,,1304000.0,1638000.0
538, 133 BRECK HILL RD ,405,9,,552600.0,636400.0
591,100 BRECK HILL RD ,405,45,1000,11200.0,346300.0
592,92 BRECK HILL RD ,405,45,2000,1000.0,190200.0
1333, 58 HARDSCRABBLE LN ,415,9,,751300.0,857600.0
909,146 ACORN HILL RD ,408,57,3000,1967900.0,2515000.0
910,160 ACORN HILL RD ,408,57,4000,738600.0,891200.0
924, 145 ACORN HILL RD ,408,67,,6500.0,477500.0
1109,74 BLISS LN ,410,46,1000,868500.0,1143300.0
102876,66 BLISS LN ,410,46,2000,800.0,327900.0
1388, 3 TROUT POND LN ,416,22,,8200.0,264000.0
742, 56 CULVER HILL LN ,407,62,,868800.0,939500.0
1364, 66 ORFORDVILLE RD ,416,1,,1500.0,221800.0
100662,100 ORFORDVILLE RD ,417,6,2000,2600.0,354300.0
100822, 605 RIVER RD ,405,26,,437800.0,781500.0
1356, 141 SMITH MOUNTAIN RD ,415,22,,59500.0,2464300.0
1269, 371 DORCHESTER RD ,414,38,,321500.0,417100.0
907,112 ACORN HILL RD ,408,57,1000,700.0,375900.0
908,118 ACORN HILL RD ,408,57,2000,3300.0,428000.0
313, 50 PRESTON RD ,402,21,,1105700.0,1337000.0
450, 70 LAMPHIRE HILL LN ,403,33,,873800.0,1533500.0
505, 599 RIVER RD ,404,30,,1145800.0,1393700.0
820,19 CUTTING HILL LN ,407,125,1000,1149500.0,1233600.0
190, 54 GOODELL LN ,401,5,,1000.0,59200.0
191, 42 GOODELL LN ,401,6,,6000.0,204100.0
197, 65 GOODELL LN ,401,12,,2500.0,166600.0
280, 20 RIVER RD ,401,70,,8400.0,431500.0
873, 30 CITADEL LN ,408,35,,841100.0,1313300.0
369, 264 RIVER RD ,402,71,,718000.0,923000.0
311, 92 PRESTON RD ,402,19,,15600.0,637800.0
1406, 128 ORFORDVILLE RD ,417,5,,933700.0,1388500.0
1319, 266 DORCHESTER RD ,414,63,,19200.0,195400.0
540, 722 RIVER RD ,405,11,,481300.0,597700.0
1248,66 FLINT HILL RD ,414,26,2000,691300.0,775400.0
429, 278 RIVER RD ,403,12,,726100.0,816500.0
786, 63 PINNACLE RD ,407,98,,692600.0,767700.0
1171, 177 GRAFTON TK ,413,7,,1200.0,83700.0
1173, 210 GRAFTON TPK ,413,9,,188800.0,323100.0
1187, 194 GRAFTON TK ,413,13,,500.0,72300.0
102874, 177 GRAFTON TPK ,413,8,,3800.0,207500.0
570,655 RIVER RD ,405,30,2000,528000.0,762400.0
639, 10 TAVERN LN ,406,36,,1951500.0,2419800.0
575, 711 RIVER RD ,405,35,,1782000.0,2029100.0
517, 2 BRECK HILL RD ,404,42,,513000.0,613500.0
475, 18 EAST THETFORD RD ,403,54,,781200.0,946200.0
1332, 46 HARDSCRABBLE LN ,415,8,,2700.0,48800.0
101143, 53 SMITH MOUNTAIN RD ,414,15,,796000.0,884500.0
899, 21 HARDSCRABBLE LN ,408,54,,908300.0,1129600.0
1354,84 POUT POND LN ,415,20,3000,692600.0,771300.0
552, 614 RIVER RD ,405,21,,137100.0,280000.0
465, 7 RECORDRIDGE LN ,403,47,,12300.0,250900.0
975, 28 ACORN HILL RD ,409,28,,900.0,221300.0
888,18 HORTON LN ,408,47,2000,800.0,160200.0
243, 54 GOOSE POND RD ,401,40,,900.0,9700.0
277, 62 RIVER RD ,401,67,,1500.0,58200.0
291, 85 RIVER RD ,401,78,,6400.0,139200.0
102759, 105 RIVER RD ,402,88,,600.0,20100.0
102770, 100 RIVER RD ,402,85,,813200.0,988800.0
507, 560 RIVER RD ,404,32,,610500.0,979800.0
634, 111 MUD TURTLE POND RD ,406,31,,7700.0,287800.0
1052, 72 DORCHESTER RD ,409,96,,254300.0,379200.0
782,37+51 PINNACLE RD ,407,96,1100,1053200.0,1168500.0
1379, 30 DAVISON LN ,416,14,,4300.0,144500.0
1384, 196 PINNACLE RD ,416,18,,860400.0,1188900.0
1387, 50 PONY HILL LN ,416,21,,2800.0,356000.0
697, 7 TURNER LN ,407,37,,327500.0,406000.0
100401,65 WASHBURN HILL RD ,402,15,2000,2500.0,315200.0
880, 11 HORTON LN ,408,42,,566000.0,608700.0
1361, 174 SMITH MOUNTAIN RD ,415,27,,3000.0,142400.0
1326, 55 HARDSCRABBLE LN ,415,2,,962600.0,1084200.0
816, 15 CUTTING HILL LN ,407,124,,834000.0,915200.0
765, 132 WHIPPLE HILL RD ,407,84,,464100.0,536100.0
361, 259 DARTMOUTH COLLEGE HY ,402,63,,501200.0,712000.0
446,376 RIVER RD ,403,29,1000,611000.0,738500.0
278, 50 RIVER RD ,401,68,,350300.0,472900.0
949, 14 FRANKLIN HILL RD ,409,5,,580300.0,766100.0
102692,62 POUT POND LN ,414,9,2000,814200.0,873600.0
569,651 RIVER RD ,405,30,1000,1315900.0,1459900.0
